CryoSleep_False,CryoSleep_True,VIP_False,VIP_True,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,cabindeck_A,cabindeck_B,cabindeck_C,cabindeck_D,cabindeck_E,cabindeck_F,cabindeck_G,cabindeck_T,cabinside_P,cabinside_S,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,cabinnum,Transported
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.7020948248098347,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,-1.1866104306351166,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.3332325821119825,-0.17352834651501453,-0.27868854450525776,-0.2459712340863275,0.2092672125090491,-0.22769155475646868,-1.1866104306351166,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.013509540244136,-0.2725265895365879,1.9349220128041078,-0.2873167272969758,5.634033893618504,-0.223327219456695,-1.1866104306351166,0
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.28796386204110774,-0.33702544483852215,0.5119309817106469,0.32625039194904515,2.655075090141921,-0.09763436282321385,-1.1866104306351166,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.8854071991369517,0.11746648903324669,-0.24083313547922153,-0.03758994830466,0.22334380461053324,-0.26435197127456733,-1.184633930028859,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0472039604504404,-0.33702544483852215,0.015466601041319009,-0.2873167272969758,-0.01771783512738289,-0.2660977053944768,-1.1866104306351166,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.1951889278557402,-0.2740265629157027,0.6707995835248317,-0.28235526811169803,-0.27373585397312594,-0.2660977053944768,-1.1826574294226015,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.05714527359949793,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,0.0,-1.1866104306351166,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.42600751629735006,-0.33702544483852215,0.2028819047439903,-0.259201791913735,-0.08370186060308986,-0.2660977053944768,-1.1806809288163442,1
0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.0234508533931939,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,-1.184633930028859,1
